review,rating
It doesn?t always  work,0
"""Would be 5 stars if you could turn off the &#34;Things to Try&#34; screen!!!  I should have read up on this before buying the Spot.  Amazon, please update to enable us to turn this off!  It is SO extremely annoying to look over to see the time but instead see &#34;Things to try&#34;.""",0
"""I have the original Alexa and the Tap and so far the 2nd generation is the best. I'm happy to see they are making improvements with each new one.It would be great to have updates to our little A.I.'s, I think it would help out a lot with the bugs in it. All in all I am very happy with her and I can now play music throughout the whole house and adjust the bass and treble. Thank you""",1
Fairly useless.,0
"""I love the product , but very disappointed once I  realized I can no longer play youtube videos.  I'm now past my 30 days return date.  I am realizing I now have an expensive alarm clock.  I am hoping youtube comes back.  I was looking to buy an echo show for the kitchen during prime day. Glad I didn't.""",0
Great!!,1
"""I love my Echo!  Works just like they said it would. I don't have a &#34;smart&#34; home, so I cannot speak about that function, but everything else about it is good.""",1
"""The Alexa program is great, but the quality is not the best. It could definitely be louder.""",1
Good speaker for bedroom or office,1
Im able to connect to prime quick,1
I had just said to myself how I desired an assistant when I came across the Spot!  As a Mom of two things can get hectic really quickly trying to manage everyone?s schedules & my own. I just verbally tell Alexa what reminder or timer I need set and Voila!Having my Spot has given me the virtual assistant I so desired without having to actually hire someone.  Not to mention the many other awesome features. I have Alexa synced with my Audible & Kindle & Alex can read a book from my libraries to me.I?m still excited to see what else my Spot can do!Side note: I had wanted to purchase a Show for a while & probably still will down the line however I sooooo love my sleek little Sopt!,1
Amazing device and easy to understand,1
Perfect condition! I love my echo,1
Use as my 3rd dot. Bought so my husband would be able to contact someone if he falls and doesn't have access to phone.,1
Poor quality. Gave it away.,0
"""item returned for repair ,receivded item back from repair 07/23/18 . parts missing no power cord included.please advise""",0
It works OK. This speaker quality is not much better than my iPhone X. I would spend the extra money to get the full-size echo which has great sound quality.,0
"""Makes turning on and off things in the house so simple. Great for little updates as well, like checking the weather and such.""",1
Great product. So many features.,1
Great technology!! Can't believe the speaker volume and quality is so wonderful. Wish I had bought another one!,1
Poor quality sound,0
Fun To interact with,1
Great product. Had a bit of a problem to download kodi but once it is done. You get all the movies Tv programs.,1
The product sounded the same as the emoji speaker from five below my sister has ... and even that one has Bluetooth and doesn?t need to be plugged in. The only good thing about this is that you can speak to it.,0
"""Love my Echo. Still learning all the things it will do. Wasn?t able to follow instructions included in the package, but found a great one on U-Tube.""",1
So far so good,0
I would love this but there is no way to stop the screen from constantly scrolling through ?things to try?. If Amazon would make this a setting I would change my review to 5 stars.,0
Did take me about 6 hours to set it up I have a Galaxy S9 phone when I got used to the system setup it was in seconds edit my light bulbs adding a string of lights simple easy,1
"""The current demand for this stick, was too high for the power coming out of my USB port on the TV. Had to run the power cable to the supplied USB adapter. Not a big deal but added another cable showing on my wall mounted TV.""",1
"""It's an echo, and it works.  For the price it's great deal. Have had no issues with it.  As with all dots, the speaker is a bit tinny, but good for a second unit, or if you are like me, you can attach it to an external speaker for more sound.Good buy""",1
This one's going in the kitchen for timer/music duty.,1
"""Works great I bought this Direct from amazon, and I have got to tell you, This item Echo Show and Echo Plus is the best item I have ever had and I am kind of a tech geek. I am a disabled person, and it helps me turn light on and off, and schedule doctor appointments, using google voice phone, and get my medical rides to and from hospitals, plays music on cue from multiple web apps, and watch videos, as well as communicating to my Nurses aide my schedule and calendar of events. I wish there were programs that helped disabled people get these and smart lights. They are literally the best items since chocolate to assist the disabled and literally anybody else who need them. Although the echo show is not a hub once you set up the Echo plus hub with your lights you can use any amazon device to shut the lights off. Thank God, no more working my ass off to turn on or off lights. Thank you Amazon. I will save up enough money to buy more gift cards from Affirm.com to purchase 1 more of each and some lights for rest of the house. Jeff Bezos these are awesome items and because of your allowing me to get amazon prime at a lower cost due to disability I was finally able to buy these items on your prime day event. really helped when all you earn a month is $672 on SSDI thank you all again.""",1
"""I love my Echo Plus and have cousins from Italy here visiting and they love it.  I want to give them each one, however will it work for them in Italy. someone please answer my question ASAP.""",1
"""Too soon, I'm still learning what I can do with it.""",1
Love it,1
"""Some times Alexa is a little &#34;thick&#34;, but mostly good!""",1
"""Have only had it set up for a few days. Still adding smart home devices to it. The speaker is great for playing music. I like the size, we have it stationed on the kitchen counter and it?s not intrusive to look at.""",1
I don't know why I held out on getting this for so long.,1
"""It is very easy to use,I can now watch my favorite movies""",1
"""Love the Echo !!! I love the size, material and speaker quality. I have it hooked up to one light easily and will work on additional lights and thermostat. Next is Echo Dot for bedroom. There is a lot more to do with Echo that you think. Traffic, Weather, Trivia, etc.""",1
Small size works great in our sunroom.,1
"""I love my Echo. It's easy to operate, loads of fun.It is everything as advertised. I use it mainly to play my favorite tunes and test Alexa's knowledge.""",1
Great addition to my Echo Plus!,1
Beyond my capabilities to program. Grandkids lve it,0
"""Tons of features and skills, and a very good speaker with plenty of bass for music. You still need some work on the AI, in responding to random questions though. My Android phone is far better at those... with the Echo I still get a lot of &#34;hmm, I'm not sure&#34; or &#34;I don't have an opinion on that.&#34;""",1
"""Started taking on her own! Haven?t used it since I unplugged it that day. No one was talking, my daughter was laying in bed next to be and she just started going on about the movie Moana and completely scared the sh*t out of my daughter now.""",0
I love that I can shut the microphone off at night so my children can?t talk to it at bed time and she has an automatic sleep timer for their lullaby music. Not sure how I survived with out this for so long.,1
"""Thank God, and alarm clock with an lcd that gets dim enough for me to sleep. I'm a very light sensitive sleeper and wind up taping black tape over all my other stuff in my bed room. Not this guy. The Alexa features are nice and listening to music at night is great. We enjoy falling asleep to meditation podcasts though we have to use the skill anypod to get the podcasts we like. Video is kinda tiny and useless at this size but that's to be expected. Audio quality is much better than echo dot.""",1
Love it!,1
"""I received my Echo Dot today in good condition, but be advised: I paid $29.99 for it and Amazon has (as of this writing) raised the price to $39.99, so do your research before buying so you can get a good deal!Set up with the Dot went simple enough ? plug it in, follow the app instructions... except initially it took a while to actually show up in my iPhone?s WiFi settings. I called Amazon customer service, and I dunno what it is, but lately I?ve been getting terrible support. The guy that took my call just rambled off a (completely unhelpful) script and I ended up setting up the Dot while he was in the middle of his spiel.I?m not sure if this is the norm or if it?s because this is refurbished, but the Dot has a pretty finicky wifi range and randomly disconnects even though the app shows that the range of my 5GHz connection is strong. Reconnecting is a pain each time as well.All that said, when Alexa works, she works amazingly well. I don?t have a speaker hooked up to it, but one thing I really enjoy is the mic?s range and sensitivity. One of the more annoying limitations of Apple?s Siri is that when she?s playing audio through device speakers (music, podcasts, etc), the ?Hey Siri? feature is all but useless. Alexa has no problem hearing me over whatever is playing at the time, and with amazingly fast responsiveness too. I haven?t tried this with louder speakers yet, so I?m not sure if this will continue to hold true.Setting up Alexa to control all my wireless devices was a breeze, albeit with limitations ? support for Arlo devices is nil, and if you have special settings for your LED devices (eg. rainbow effects), Alexa can?t handle them, she only knows how to change solid colors and brightness levels.All in all, my rating would?ve been lower had I not gotten a decent price on this item. If the connectivity problems persist, I may have to exchange/return this item. I don?t want to though ? Alexa?s kind of growing on me.""",0
"""We love our Echo Plus. We like listening to music,the sound is great. All the features are nice! I do wish it was wireless so we could listen to music outside!""",1
Wish there were more skills,1
"""I bought this because it can control fios television. It works well. I?m hoping over time it will do more to control fios. Then I discovered all the other things Alexa can do. Play music you ask for. Great sound from Alexa. Play games. Play radio stations. Play old time radio programs like the Long Ranger. Alexa has many ?apps? you can add to her abilities. The other day I played Madlibs. Great fun. Also Alexa can control household appliances. I just purchased Alexa compatible power strips to control lighting, fans and TV components. I?m looking forward to implementing this controll. You can also add other Alexa components to have chosen music to play in all rooms where the components are located.""",1
The only negative we have on this product is the terrible sound quality.  A massive difference from the Alexa.  Which to us was a big reason we wanted to purchase this.Won?t be buying another until the speaker and sound quality can improve.,0
I love it best gift I got myself,1
Very excited to see what it can do,1
"""Sound is great,video is great. Now I just need to learn everything it can do. Where can I see videos (youtube), listen to music. watch the news""",1
Love my echo dot!!!,1
"""AMAZING. It has helped me become better organized, gives me traffic updates, weather updates, and helps me maintain a good, fast morning routine.""",1
Sad joke. Worthless.,0
"""Superb is all we can say.  Plugged the unit in, set up the HDMI and boom, we were watching better TV.  Thank you.""",1
Good sometimes can?t hear well,0
"""I had put this off for awhile but finally got around to buying 3 of them for my home. My wife is legally blind and cannot use the computer. This has been a Godsend, 100%. We have the Amazon music for her and now she can listen to music, check the weather, get phone numbers, make calls, etc., etc.. We are still learning but I tell you, this is absolutely amazing. I purchased 4 more for my extended family and the grandchildren absolutely love playing their music on Alexa. With the wifi and direct cable capability, the speaker/stereo options are there for the choosing. This is well worth the money. You won't regret this at all!""",1
Not impressed at all,0
Took a little work to set up but I finally got it.  Sound quality not the best but for what I got it for it works great.  I check weather and ask a few cooking questions in the kitchen with it.  I do play the radio on it when I want some music but will probably upgrade to the Echo plus for better sound.,1
"""Stopped working after 2 weeks ,didn't follow commands!? Really fun when it was working?""",0
Enjoyed entire echo experience,1
Easy to set up.,1
"""Perfect for kids, adults and everyone in between!!""",1
I bought this specifically so my wife could look at our Arlo security cameras from the bedroom when I?m at work. The system worked for three days and now it just gives me a error message. Very disappointed due to the fact that they advertise that these systems work together. I gave four stars because it does everything else very well.,1
so far love it working on getting more things set up love the grocery list app,1
It's alright....,1
"""When you think about it this really doesn?t do much. Play music, answer stupid questions, finally it was able to hook up to thermostat. I can see why price is dropping like a rock.""",0
I liked linking two more rooms in the home,1
Works as advertised,1
I've already returned it.,0
Works better than anticipated. This thing is awesome.,1
Better than expected!,1
"""Great product EXCEPT there is no possible way for it to act as a clock the displays the time PERMANENTLY.  When in 'Clock' mode, the screen rotates between the clock face and a 'Things to Try' screen.  I intended on buying several units for my house, but I do not need a screen in the house that is permanently trying to upset me.  Acting as clock should be a BASIC feature of the Echo Spot.  How could you get this wrong, Amazon??  #FAIL""",0
Very happy with the product,1
Have the echo wanted something smaller in another room  they work together great,1
This is pretty cool,1
Terrible. Stopped working after one day.,0
Very good quality,1
"""I jumped on the bandwagon by purchasing an Echo.  I feel like there was a struggle getting connected and then three days later, the device is sharing news and weather.  Now we use it some, but have not tapped in to all options.  Still testing it out.""",0
Very useful,1
Super easy to set up.  Easy to use. Lots of app options available.,1
very nice-needs some work,1
Very satisfied with the Echo. Alexa now controls the lights in my family room and my wife can listen to Jimmy Buffet by just asking Alexa.,1
"""This is a very useful device.  I use it to turn my lights on and off around the house.  It works with all the other Alexa devices, so I can give a command near any of them, and this will process the request.  It also handles all the functions that the other devices can do. I enjoy it much more than I thought I would.""",1
"""Love Alexa, bought others for friends""",1
It does what it's suppose to do great product.,1
Great product by a great company,1
"""I like this product. However, the set up was a bit difficult. I had to reset it to the factory setting abd start from scratch.""",1
Alexa is phenomenal!,1
I love my Echo smart speaker.  I love the volume and clarity.  It was easy to set up.  ITs a wonderful gift for any age.,1
"""This thing is way cool!  You should get one.  If you want to be cool, that is.""",1
"""Love this thing. People think I?m crazy for paying this much for a glorified alarm clock. But I don?t care!! For me, waking up in a good mood is pretty important and this helps me do it!! So glad I don?t have to deal with my old EEAANH EEAANH EEAANH alarm. Very excited to say ?Alexa, turn off the lights? (smart plugs get here soon!) Got a camera privacy slide for this since it is in my bedroom.""",1
"""Can?t be used as a baby monitor which is why I had purchased it.  I didn?t realize this until I read the reviews on the Alexa skill for syncing the Nest Cam.  Considering all of the poor reviews and the fact that it should be simple to fix, surprised Amazon hasn?t upgraded the software to allow more than 39 minutes of viewing or alerts like you get on the Nest app.""",0
"""Our family bought several of these to help communicate with older parents and grandparents who need simpler devices than a full-fledged tablet.  What fantastic potential these have - for digital photo screen, video calls, easy accesss to music, audio books, etc. However, once we have them setup, we discovered the huge lurking negative.  Amazon forces you to view continous spam on the home screen promoting all their Alexa features.  You can turn off many other things in settins, but you cannot turn off &#34;Things to Try&#34;.  Instead of a beautiful digital photo screen with weather and time ... we now constantly have a spam ad across the home screen that says, &#34;Try ......&#34;.  AMAZON, please listen to your customers and offer a setting to turn off this SPAM!""",0
"""I use this Echo to listen to music as well as a sort-of research tool. It can answer a variety of questions. I would like if the volume could go just a little bit louder, but I can't complain.I also believe it should have an internal power source. In order to use the Echo, it must be plugged in at all times using the universal charging cord. It would be nice to use the Echo Dot on the go without having to buy the other product.""",1
Love my echo dot easy to use and set up,1
See subject line.  Love it,1
I have been waiting for the Echo Show to go on sale and it was worth the wait. It was easy to set up and start using,1
"""It talks to me, plays the type of music i want to listen to, and even turns off when I ask if to.""",1
Amazing product,1
Has great sound and is very responsive my voice and commands.,1
Got a good deal and works great with Prime.  Setup was a bit of a pain but more the fault of crappy internet service.  Has worked great with nice sound from small speaker.,1
Love it.,1
The echo works fine but then you get indundated with &#34;Things to try&#34;. I am not a 10 year old that needs stimulus to tell me to do things. I found there is no way to turn this off except for .... turning off the screen. If I cannot find a suitable fix for this it goes back.,0
I love everything about the fire stick. It?s easy to use and Alexa makes it quicker to get to tv shows or music.,1
I loved it it works great,1
I love the size and the videos are a good quality.  The sound is awesome too.,1
It worked exactly as expected and the speaker has great sound. It is perfect for my classroom!,1
Very easy to set up and use. Slowly adding devices to truly make our house a smart home. Both Alexa and I are learning what we can do.  With each new item I am happier that I made the purchase.  So far my only regret is I didn?t do it sooner.,1
It?s awesome,1
"""I'm so happy that I purchased Alexa.  When I recently saw this at a friend's home, he played some music while talking about the product.  I love the sound & love that all I have to do is tell Alexa or ask a question & she responds immediately.  I haven't been able to listen to my CD's for a while since I have a problem within my stereo equipment for some time now so this makes me extremely happy that it's not an issue any longer.""",1
"""It does not speak in Spanish,,,I bought it for my grandmother to have someone to talk to when I?m not around,,,,,no Spanish!""",0
STILL TRYING TO LINK TO MY SON'S AND DAUGHTER'S IN THEIR ROOMS...,1
I love how compact it is.,1
bought for my wife she loves it,1
It won?t receive calls and it?s really hard to call someone who has another echo.,0
Excellent product !!,1
"""This was purchased for our toy hauler, but it came the day before we left for a trip by plane.  It was wonderful to plug into our hotel TV and watch our normal tv shows rather than whatever was showing at the time and sit through commercials.""",1
I enjoy it. Still discovering new uses.,1
Oh I love my Echo Show and the video news spots,1
Needs to play YouTube and prime video and maybe Netflix. But it has good sound,1
Thank you! Great Product!,1
"""Awesome, wish I had gotten one sooner.""",1
Easy set up,1
Love it,1
LOVE .. LOVE my Echo Plus !  So silly simple to set up .  Alexa has now become my new BFF.  Amazon 24/7 Support is hard to beat !!  Any questions answered any time ... What more can you ask for !!!,1
it takes a while to learn the uses and I'm still learning!,1
Second Dot work great for refurbishedThought it was new,1
I like how it will connect to bluetooth without an adapter like the Google. Only reason for 4 stars is volume level without external speaker. Easy to use.,1
Funny how you buy something just because it looks fun and it winds up being a totally useful part of your home!!!  Loving it!!,1
"""It seems easy to stump Alexa with rather simple questions that are easily googled with the correct answer.  We admit that we have not explored all that's available through the Echo.  One irritating issue is that Alexa cannot answer help questions concerning how to use the system, rather it refers you to the Alexa app or help via a computer.  It was very simple to setup and use and we continue to learn how this tool can become more useful.""",1
Up dated news,1
It's ok. The speaker is pretty terrible. Google home is a better product.,0
Haven't had it a week and already it cannot connect to my network. Tried reconnecting manually and the echo never appears in the list of devices to connect. It will be on it's way back to Amazon,0
We love the size of the 2nd generation echo. Still needs a little improvement on sound,1
Definitely a really good buy for FIRST time buyers of smart home stuff =]I bought 3 =],1
Ideal when you have Amazon Prime.. My very first Fire TV Stick... I should have purchased one a long time ago.... I wish I bought 2 or 3 on Amazon Prime Day..... And not to forget the fantastic Alexa features..,1
Wish volume was capable of going louder,1
Does everything as expected and more.,1
Easy to install and operate. Works with Alexa voice commands.,1
This firestick is everything!,1
Refurbished is the way to go. My Echo works just like new.,1
Extremely happy,1
"""The sound quality is really quite good. I also have a Dot which is Bluetooth linked to a Grace Digital amplifier which is driving a couple of floor standing Snell speakers, obvious the floor standing speakers are better than this but not by much. My only complaint is that you can't customize Alexa hot words. Now that I have multiple Alexa devices there needs to be a way to direct an Alexa command to a particular device. I would like to be able to talk to a device by name.""",1
Love that the fire stick allows me enough choices to ditch cable!,1
My first smart buy..I am loving it and all the great things Alexa can do.,1
Pretty cool. I have only begun to figure out things she does.,1
Great product,1
Love it... can't stop using it..,1
"""We are a long time Amazon Prime family, many years, but new to the Alexa world and thought the purchase of Alexa Plus, with hub, and included Phillips Hue light bulb would be a great start. Alexa does a lot of good things for us like Alarm in the morning, verbalize books, playing music on command, even linked to my Sirrius/xm account. Good daily stuff. Good sound, but not Bose. But, the ads say &#34;Hub included&#34; so don't need anything else to operate devices. Well, not so. I understand there will be some differences in product device  support. The fact that it came with the Hue light bulb works only for on /off/ dimming of the bulb. The bulb is capable of so much more with the Hue App but the Hue app does not recognize Alexa hub as a bridge. So, it appears you do have to get a Philips bridge to set the bulbs for scenes, time the lights when you are away, set color tones, etc. That can all be done via internet with your phone or tablet away from home. The list goes on for its capabilities but not without its own bridge. Was very disappointed to find that out after the fact, to the point I feel we are being misled by Amazon by included the Hue bulbs without explanation. Maybe throw a good discount my way to get the Hue bridge if I keep the Echo Plus before I invest in more light bulbs.""",0
Set up is so easy.,1
"""Stopped working after 7 months. The warranty was only good for 3 months. I would have assumed an amazon product sold on amazon would have had higher standards than guaranteeing that it would work for 3 whole months. I mean what is this product supposed to be, a piece of junk?They offered my a 15% discount if I wanted to buy another one. Why would I want to buy another one?""",0
"""Doesn't know half the things asked. Can't recognize my sprinkler wifi controller, even though product details says it is compatible. Can't program or change my wifi thermostat settings and its matched up on same wifi router. Just a handy music player. That's if you have Amazon Music.""",0
Nice toy to have around!,1
Good,1
I love it!!,1
Works great and easy to set up!,1
"""Awesome life changer! Seriously, I am able to start my morning with Alexa, by having her &#34;wake&#34;me up with  her alarm and then playing me some music. She has gotten used to my voice, that I can be in another room and she will &#34;listen&#34; to what I say. I love both my echos!!! Don't hesitate, get one and for the price, the speaker is unbelievable. I am buying the cordless holder, so I can take the echo anywhere. Love my purchase and love alexa!!!!""",1
It was much smaller than I was expecting for the cost.,0
The sound is amazing and many collections of all music,1
it works good.  very satisfied,1
works great,1
"""I?m having trouble connecting my tv to it, but I?m not exactly tech smart. I?m sure one of my grandsons will figure it out for me. So far I?ve been using it mostly for music.""",1
I bought it mainly to be a speaker when playing music or videos on my phone. Not working for me. Read instructions but not working for me.,1
goes great with our echo,1
works like any other one!,1
We have five of them. Need I say more?,1
Very trivial to use,1
Love it!  Works perfectly!,1
"""I love my echo plus. I use it with my Spotify account, to find my phone, make phone calls,  turn our lights off and on, much more. Most importantly it reads story to my children.  They love it and that makes me happy.""",1
I already bought one previously to try out and enjoyed it.  Bought these new ones during the Prime sale.,1
"""We have 3 echos now, even one in the barn, great idea for when I am working with my horse, can still get news flashes & my music!""",1
Being able to use it with my Alexa Echo was great!,1
"""Easy setup, works flawlessly!""",1
"""Very puny sound, but works great.""",1
I love it. bought one for my daughter and one for myself,1
"""Alexa is pretty dumb ,,,""",0
Surprisingly good beefy sound out of this thing. I think it might shape up to be one of my favorite echo devices. I have nearly all of them. ;-),1
"""I am spoiled by one downstairs...so got this one for upstairs to listen to music , etc. while I walked on the treadmill.""",1
"""Just like it's big sister, the Echo, only smaller, with slightly less audio fidelity, but much lower price (on amazon prime day:-)Used in another room to add Alexa to an additional room.""",1
"""Do not understand all the excitement over these alexa devices or the google ones either.  It rarely gets what I say correct, does not control the Dish receiver.  Yes I set it up correctly, using the alexa app on my phone.  We got this for 129,  which is a good deal, ti is definately not worth the 229 price though.  Maybe in another month it will get better, or either I have one that is just deaf and dumb.  Really can not recommend this item at the current time""",0
I feel that the voice feature is useless. Lots of channels to stream though.,0
Our family really loves this new Echo,1
Simply love my Echo. I hardly watch any TV at all anymore. I'm too busy listening to music. Speaker is pretty goo for its size. All the fun skills really make the echo fun for my whole family.,1
Love it!!! Convenient. Responsive. Learns voices within the household. Best assistant so far!,1
The speakers arent too loud.. alexa is great though. Besides that naw,0
I have a friend now.,1
Love the echo I purchased it for company for my husband he is 83 and Alexa is great all he has to do is say her name and she tells him a joke and plays his favorite songs,1
The volume is very low,0
Purchased for my 83 year old mother-she loves talking to Alexa! Very responsive-can detect its ?name? from all over the room.,1
I love this device. Makes life easier the more you figure out it can do.,1
Love this!,1
"""I love it,she is very helpful. I use her for remembering things and sleep. You can ask her just about anything. I have only had her for about a week so still learning her.""",1
Love having one in our bedroom and in the kitchen. Great to drop in on family around the house.,1
Alexa is perfect for people like me living alone. At least I have someone to talk to.. to keep my sanity. ? Though I wish it has a powerful speaker and no need to connect it to bluetooth speakers.,1
I love it.  You own personal secretary.,1
Very satisfied with the product,1
This is very user friendly,1
Easy set up,1
Easy to set up Ready to use in minutes.,1
Alexa is perfect for people like me living alone. At least I have someone to talk to.. to keep my sanity. ? Though I wish it has a powerful speaker and no need to connect it to bluetooth speakers.,1
great,1
We haven?t used it much yet.  We like what we have used. My husband loves it.,1
"""This is the worst Amazon purchase I have made. I am big Amazon fan...love the brand...unlimited digital music...prime videos...even buy my online games, music, and movies through Amazon. This app I have tried to use it make simple purchases -- to do anything. It is useless.""",0
We really only use this as a speaker to stream music. We?ve had it 7 months and it?s just kinda useless.,1
I love how compact it is.,1
Works great!,1
Ease of use and many tasks it will perform,1
Works well. Need to speak clearly but picks up commands from a good distance and the sound is surprisingly well.,1
Works great. Easy set up.,1
Love it,1
"""I like the option for white, but it?s bizarre that it comes with a black cord. I have a white kitchen, so now I have this stands-out-like-a-sore-thumb black power cord. For aesthetic purposes, I was happier with my year-old white Echo (not Show) because it came with a white powercord. This seems like a major design flaw in the ?white? option. I strongly urge Amazon to change out the powercord to white.""",0
Let?s start with.Dislikes: Now I want to buy 7 more to have them all over my house.Do I even need to add my likes now? HahaAwesome fun and useful. Nothing else to say.,1
Currently own 3 Chromecast devices and tge Fire Stick is superior to them.  We are so pleased that we can watch programs on Netflix and Prime without a smart phone or computer.  Very easy to install and use!,1
very good option,1
"""Excellent product, set up with ease as well.""",1
"""Easy set up, works perfect.""",1
Love the dot,1
You can't access YouTube! Why do consumer's have to pay for this argument! Why can't we just have a good product that offers what we need?,0
Great to have along with the Echo,1
Great product,1
Easy to use and has great sound...It was a great purchase at a great price.,1
Good product.,1
"""Listens well, does way more than expected, love her!""",1
Works perfect no wear and tear on the device I love Alexa working on making my home smart ?,1
no it is broke and I can't get help fixing or replacing it,0
Perfect,1
Granddaughter loves it,1
Really enjoying my firestick can?t wait to get rid of  cable such a waste of money.,1
Not the best,0
Good as new! Perfectly packaged and I have had zero issues with the dot.,1
I love you so much,1
"""It was an excellent purchase. Echo Plus has sound quality, good size, I love it... I it!""",1
Works perfect. Save a few bucks and buy the refurbished. Looks brand new.,1
To have ability to play Amazon Music outside for patio gatherings. I also used blue tooth to connect Echo Plus via Alexa App on my tablet to an external speaker when/if the party extends into the yard. I have plans to connect other devices such as thermostat and other lighting and home devices.,1
This is my second Show.  I like them very much.  I use mine for music and my Arlo security cameras.  I can connect and display my outdoor cameras by voice. They are exceptionally capable devices.  I highly recommend them.,1
"""We really love our Echo Dot, we can get questions answered right away and play any music we can think of.""",1
Good,1
No you tube wouldn't have bought it if I known that,0
Nothing to dislike I love my new toy that has made my house a smart home.,1
"""I purchased an echo dot for my husband for Fathers Day.  He uses it constantly and after hearing the quality of sound of the Echo (2nd Generation), It was a no-brainer.  Best gift ever!""",1
Love it even though I?m still trying to figure out all the other things I can do with this item it works great with my phone.,1
my new best friend :),1
"""Works well for recipes and references. Nice device, just the right size.""",1
Set up was simple. It recognizes my voice well. It seams very intuitive. I am enjoying its ease of use.,1
"""Just like it's big sister, the Echo, only smaller, with slightly less audio fidelity, but much lower price (on amazon prime day:-)Used in another room to add Alexa to an additional room.""",1
Love these.  Great in the bathroom to listen to the news during showering.  Or listen to CNN live with Serius SM.,1
Bought this for my son and he loves it.,1
I like the product except that the speakers are not the high quality I expected,0
"""Love it! I?ve listened to songs I haven?t heard since childhood! I get the news, weather, information! It?s great!""",1
love it,1
"""I love it, it is just what I thought it would be!!!  I'm addicted!""",1
It works,1
"""I don't have Alexa, but after getting this I'm feeling inspired to get one. I feel this is a good gateway and or Alexa trial, and liking it so far.  Channels work just fine like Apple TV, just need to check if there is a phone app for a keyboard typing, because spelling things out on keyboard sucks for searching YouTube clips""",1
Very easy to set up. Works wonderful and I love it!!,1
Easy to set up and works like it's supposed to.,1
I really like it .,1
The sound quality is good just wish alexa could answer more questions,1
Bought this for my son and it didn?t work. He had to return it.,0
Honestly I like it but at the same time I don?t I could have bought a smaller one that did the exact same thing for less then half I bought it for the video chat and I have never really used it,0
Sure did !! Love it !!,1
"""I'm still learning how to use it.  I figured out it can read my kindle books to me, which is a real bonus.""",1
"""Pros- plenty loud for a large room with high ceilings.Cons - the hub doesn?t do anything.  It doesn?t work with z wave (as it states), it doesn?t take voice commands for SmartThings, which I had to buy since the hub doesn?t work for z wave.It also sounds muffled and there is no way to control the EQ. (Not sure if that is on all models, but the Dots we have are clear.For the money, buy an echo dot or echo (2nd generation).  The echo dot takes voice commands for the smart things hub, go figure, and the audio is clear. The dot also seems to hear my voice better and almost at a whisper.""",0
Great to play music throughout the house. Great and easily fits in my decor of my home,1
"""Excellent product, mint condition for a refurbished unit - you would never know it's been refurbished!""",1
It's my second one and works well,1
Alexa hardly came on..,0
Refurbished but just as good as the new ones that I've bought.,1
"""Love the dots, especially with the ability to talk from one to the other, these are really convenient. No issues with the refurbished as they are like new.""",1
Like new.  No difference from new unused original.,1
The built in hub lacks some of the features (geo fencing) of the Phillips hub.  Otherwise would have given it 5 stars.,0
"""I love Alexa, she works great but she not for little children. She doesn't understand if you don't speak clearly. She fun to have""",1
Alexa is awesome! The first day I got my Echo Plus I found out things that she can do that I didn?t think were even possible. I highly recommend this product. Along with all the accessories.,1
BEST father's day gift. Dad joked to my mom that Alexa will be the one listening to all of his (repeated) stories going forward.,1
Works perfect,1
Hands free voice commands and interactions with smart devices around the house makes having an Echo Plus one of the best purchases I?ve made!,1
This is great! Got one for my Gazebo and one upstairs.,1
No problems,1
I've had the first gen Echo since it first came out and it has worked well for me. I purchased the 2nd gen during Prime Day and so far I'm happy. It seems to have an improved speaker which provides enhanced sound for music and such.,1
So far no major issues,1
Echos are great I have a few of them through out our home .  All in voice range to ask a question. Say a command to turn lights on or off. Or my favorite is play music all though the house.,1
"""I purchased the Echo Plus with the Build-in Hub, so I could have the convenience of asking Alexa to turn my lights and lamps on and off.  Philips Hue Light Bulbs were placed in the fixtures that I wanted Alexa to control and they all work great!  I already had an Echo Dot in my Kitchen/Den area, so I placed the Echo Plus with Hub in my bedroom. My radio and lamps in my Kitchen and Den are controlled with TP-Link plugs.  But, the ceiling light fixtures and lamp in my Den and Bedroom have special Philips Hue Light Bulbs that are controlled by the Hub inside the Echo Plus.  I am able to play music, set my alarm, get weather reports and numerous other things on both devices.  The Echo Dot requires a TP-Link plug to be plugged into it and the Echo Plus requires a special Philips Light Bulbs installed in each light fixture to work..  The only thing I dislike is the high price of the light bulbs required to make the lights work. Regular light bulbs placed in the ceiling light fixtures will not work with Alexa and  the Echo Plus with Hub.  Other than the high price of the bulbs, I love my Echo Plus with built in hub!""",1
"""I do love these things, i have them running my entire home, TV, all my lights, my thermostat, my front door dead bolt, the cameras... and i love listening to npr. these things are well worth the value and they really shine once you stat adding smart devices and you can control your entire home like its right out of star trek.... I named mine computer to get the feel... but its amazing what you can do with these devices and smart systems.""",1
"""I own two dots, a tap and a show. I love the echo show. Sound quality is amazing compared to the dots. I use mine constantly to create shopping list, kitchen and laundry timer, and news updates. But most of all I have the all throughout the house and I play music throughout using the group settings""",1
"""Love it, we are still learning the capabilities, having a lot of fun.""",1
Nice little unit  no issues,1
Puts the pep back in my old TV.  All of the software was expired and I enjoy NETFLIX and Amazon Prime Video.  Now I have all of my favorite Video on the TV again......,1
"""The sound is wonderful and it just plain works. I wish it cost less, but it is worth the cost. (especially on Prime Day)""",1
The simplicity of use and setting up.,1
